0,1,2,3,4,project,sample_id,site,stage,latin.genus,latin.species,growth.form,functional.group,latitude,Al_area,Al_mass,Ca_area,Ca_mass,Carea,Cmass,Cu_area,Cu_mass,EWT,Fe_area,Fe_mass,K_area,K_mass,LDMC,LMA,Mg_area,Mg_mass,Mn_area,Mn_mass,Na_area,Na_mass,Narea,Nmass,P_area,P_mass,Zn_area,Zn_mass,car_area,car_mass,hemicellulose_area,cellulose_area,hemicellulose_mass,cellulose_mass,chlA_area,chlA_mass,chlB_area,chlB_mass,hemicellulose_area,hemicellulose_mass,lignin_area,lignin_mass,solubles_area,solubles_mass
-0.031840205,-0.0011568061,1.1058432,-1.7319107,0.00569768,2019-CABO-General,41130940,IdB_ile_ste_marg,-99,Cirsium,arvense,herb,forb,45.5963119,-99.0,-99.0,-99.0,-99.0,0.0020480086521562,44.8,-99.0,-99.0,0.248661619575504,-99.0,-99.0,-99.0,-99.0,129.815536403248,0.0457144788427741,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0002178889205083,4.7663,-99.0,-99.0,-99.0,-99.0,2.42131308638637e-05,5.2966,0.0010586531405697,0.0007518976750908,23.1579396149475,16.4476921562838,0.0001305907231309,28.5666,3.96106816276869e-05,8.6648,0.0010586531405697,23.1579396149475,0.0008274716618097,18.1008661316179,0.0019287194727549,42.1905602246578
-0.13522136,0.0018796558,-0.4217868,2.4635086,-0.000890973,2019-CABO-General,41131746,IdB_ile_ste_marg,-99,Rubus,idaeus,shrub,shrub,45.5962942,-99.0,-99.0,-99.0,-99.0,0.0015199392824365,45.95,-99.0,-99.0,0.059634080016316,-99.0,-99.0,-99.0,-99.0,298.093122989738,0.0330781127842551,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.46960212787655e-05,2.8628,-99.0,-99.0,-99.0,-99.0,1.07411247833033e-05,3.2472,0.0004892736978404,0.0004201476355674,14.7914634982837,12.7016809667385,4.98361462830144e-05,15.0662,1.53899227540025e-05,4.6526,0.0004892736978404,14.7914634982837,0.0001688275997566,5.10390664841684,0.0022269067285801,67.3226656884761
-0.6621908,0.00026207283,0.34580088,1.0517445,0.0064009973,2019-CABO-General,41133881,IdB_ile_ste_marg,-99,Alnus,incana,shrub,shrub,45.5922987,-99.0,-99.0,-99.0,-99.0,0.0031004870469914,50.82,-99.0,-99.0,0.0943644876018723,-99.0,-99.0,-99.0,-99.0,363.17093311313,0.0610091902202183,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0001592644910698,2.6105,-99.0,-99.0,-99.0,-99.0,1.36739898040575e-05,2.2413,-99.0,-99.0,-99.0,-99.0,3.43792887809952e-05,5.6351,1.0682099115658e-05,1.7509,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.6758748,0.0012708881,0.20654202,0.7251425,0.0042348485,2019-CABO-General,41141369,IdB_ile_ste_marg,-99,Alnus,incana,shrub,shrub,45.5961436,-99.0,-99.0,-99.0,-99.0,0.0027770038158041,49.88,-99.0,-99.0,0.0960693513133035,-99.0,-99.0,-99.0,-99.0,336.242001163467,0.0556736931797133,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0001621384966472,2.9123,-99.0,-99.0,-99.0,-99.0,1.59165521431482e-05,2.8589,-99.0,-99.0,-99.0,-99.0,4.60465981550773e-05,8.2708,1.3661210832438e-05,2.4538,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.6085863,0.00024768378,0.3097433,0.5567217,0.006227656,2019-CABO-General,42420545,Domtar_DroneTest,-99,Acer,saccharum,tree,broadleaf,45.5821393,-99.0,-99.0,-99.0,-99.0,0.0040962118914617,49.54,-99.0,-99.0,0.0877314096051759,-99.0,-99.0,-99.0,-99.0,450.688487955569,0.082684939270523,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0001212326579584,1.4662,-99.0,-99.0,-99.0,-99.0,7.71863908090332e-06,0.9335,0.0009420842638745,0.0006532146280941,11.3936621612833,7.90004363378705,2.88843298353718e-05,3.4933,1.01239439642828e-05,1.2244,0.0009420842638745,11.3936621612833,0.0006571589280226,7.94774639517622,0.0060079706024088,72.6610027825305
0.0330925,-0.00044112455,-0.014415026,0.9049969,0.0033957884,2019-CABO-General,42421857,Domtar_DroneTest,-99,Acer,saccharum,tree,broadleaf,45.5821393,-99.0,-99.0,-99.0,-99.0,0.0031005081797923,48.55,-99.0,-99.0,0.0751328018399171,-99.0,-99.0,-99.0,-99.0,432.102349707738,0.0638621664220882,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.02691722376217e-05,1.4135,-99.0,-99.0,-99.0,-99.0,6.16206043806729e-06,0.9649,0.0007409617295749,0.0005977646265349,11.6025147765528,9.36023094775863,2.28850073373553e-05,3.5835,8.29441817490082e-06,1.2988,0.0007409617295749,11.6025147765528,0.0004428258949478,6.93408820522975,0.0045942605648265,71.9402554316972
-0.43288982,4.8679416e-05,-0.12783861,0.379385,0.0042534554,2019-CABO-General,42424773,Domtar_DroneTest,-99,Acer,saccharum,tree,broadleaf,45.5820112,-99.0,-99.0,-99.0,-99.0,0.0035737676065293,48.84,-99.0,-99.0,0.0840586197600072,-99.0,-99.0,-99.0,-99.0,436.094100527496,0.0731729649166537,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0001001079333024,1.3681,-99.0,-99.0,-99.0,-99.0,6.10262527404892e-06,0.834,0.0008213539527574,0.0006318168500119,11.2248281000091,8.63456675196428,2.3577061025795e-05,3.2221,8.10902797206357e-06,1.1082,0.0008213539527574,11.2248281000091,0.0005392585817051,7.36964235793099,0.0053219315729502,72.7308450465562
-0.60347545,0.0015291071,-0.2736237,0.43317795,0.0013726419,2019-CABO-General,42425978,Domtar_DroneTest,-99,Acer,saccharum,tree,broadleaf,45.5820112,-99.0,-99.0,-99.0,-99.0,0.0032784378214427,48.66,-99.0,-99.0,0.0778188052222075,-99.0,-99.0,-99.0,-99.0,435.225215631988,0.0673743900830806,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.45818093102994e-05,1.2554,-99.0,-99.0,-99.0,-99.0,5.85011829091389e-06,0.8683,0.0010654181713774,0.0006187124970879,15.813399869946,9.18319997145771,2.16103356191481e-05,3.2075,7.54593168930502e-06,1.12,0.0010654181713774,15.813399869946,0.0004894499100612,7.2646284360826,0.0045542493597554,67.5961497260242
-0.46885645,0.0006475687,0.711825,-0.4735937,0.0042631626,2019-CABO-General,42427869,Domtar_DroneTest,-99,Acer,saccharum,tree,broadleaf,45.5818355,-99.0,-99.0,-99.0,-99.0,0.003789825379102,49.17,-99.0,-99.0,0.0854989135420385,-99.0,-99.0,-99.0,-99.0,446.02927770926,0.0770759686618267,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0001504831212153,1.9524,-99.0,-99.0,-99.0,-99.0,7.94961540778081e-06,1.0314,0.0007171777883097,0.0006931151666122,9.3048170624537,8.99262349401421,2.54011562321916e-05,3.2956,7.8524996872669e-06,1.0188,0.0007171777883097,9.3048170624537,0.0004912963411787,6.37418315602817,0.0057979610917407,75.2239795672173
0.7406746,-0.0027267775,0.16351283,0.77149105,0.004331639,2019-CABO-General,42428007,Domtar_DroneTest,-99,Acer,saccharum,tree,broadleaf,45.5818355,-99.0,-99.0,-99.0,-99.0,0.0038221349994795,49.25,-99.0,-99.0,0.0832023722780625,-99.0,-99.0,-99.0,-99.0,454.542750929368,0.0776068020198894,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0001371933046107,1.7678,-99.0,-99.0,-99.0,-99.0,1.04730379325841e-05,1.3495,0.0007150278527568,0.000674128341983,9.2134688474037,8.68645949114432,4.14544493669441e-05,5.3416,1.4429432699558e-05,1.8593,0.0007150278527568,9.2134688474037,0.000489622994206,6.30902165097013,0.0058788060911561,75.7511704921115
-0.9087884,0.0018150256,0.8122585,-0.5203886,0.004354462,2019-CABO-General,42429631,Domtar_DroneTest,-99,Acer,saccharum,tree,broadleaf,45.5817813,-99.0,-99.0,-99.0,-99.0,0.0045013304862126,48.68,-99.0,-99.0,0.096331409857007,-99.0,-99.0,-99.0,-99.0,457.202569858348,0.0924677585499722,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.000136907763309,1.4806,-99.0,-99.0,-99.0,-99.0,7.75434623200067e-06,0.8386,0.0006898874707462,0.000792679816031,7.4608434503518,8.57249952265997,2.89516552019963e-05,3.131,9.42153991865666e-06,1.0189,0.0006898874707462,7.4608434503518,0.0004973616255999,5.37875723819104,0.0072668469426199,78.5878997887972
-0.068639755,-0.0015348288,0.47342062,0.49456596,0.0067752525,2019-CABO-General,42429771,Domtar_DroneTest,-99,Acer,saccharum,tree,broadleaf,45.5817813,-99.0,-99.0,-99.0,-99.0,0.0033701150234343,48.75,-99.0,-99.0,0.0790722397652445,-99.0,-99.0,-99.0,-99.0,439.611662473568,0.0691305645832678,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0001023547139219,1.4806,-99.0,-99.0,-99.0,-99.0,5.94177202593186e-06,0.8595,0.0005995096496496,0.0007042810962742,8.67213588177176,10.1876948426468,2.23996855362704e-05,3.2402,7.18819610536818e-06,1.0398,0.0005995096496496,8.67213588177176,0.0004586010318853,6.63383894880422,0.0051480888801006,74.4690703907067
-0.17744136,-0.00052633695,0.6417173,-0.047984123,0.005076276,2019-CABO-General,42431018,Domtar_DroneTest,-99,Acer,saccharum,tree,broadleaf,45.5817109,-99.0,-99.0,-99.0,-99.0,0.0037167011548078,48.76,-99.0,-99.0,0.0890595133961838,-99.0,-99.0,-99.0,-99.0,419.628380569427,0.0762243879164863,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0001526698265579,2.0029,-99.0,-99.0,-99.0,-99.0,9.0699399181827e-06,1.1899,0.0008435696882014,0.0006672968827985,11.0669263638514,8.75437508963171,3.25805901271437e-05,4.2743,1.02803831982965e-05,1.3487,0.0008435696882014,11.0669263638514,0.0005268111244021,6.91131983872841,0.0055787260262823,73.1882036546437
1.1295587,-0.0041083093,0.19246352,0.36162663,0.0051268972,2019-CABO-General,42431938,Domtar_DroneTest,-99,Acer,saccharum,tree,broadleaf,45.5817109,-99.0,-99.0,-99.0,-99.0,0.0031708371810725,49.02,-99.0,-99.0,0.0786271795977175,-99.0,-99.0,-99.0,-99.0,420.607111242254,0.0646845610173916,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0001294079327713,2.0006,-99.0,-99.0,-99.0,-99.0,7.32617338082977e-06,1.1326,0.0005186843353156,0.0006413354650715,8.01867288202169,9.91481514265999,3.03183005944616e-05,4.6871,1.02065768829342e-05,1.5779,0.0005186843353156,8.01867288202169,0.0004845685236881,7.49125473013298,0.0048175432306801,74.477482028283
-0.038655996,0.0013076685,-1.3142967,-0.32196236,-0.005668381,2019-CABO-General,42433420,Domtar_DroneTest,-99,Acer,saccharum,tree,broadleaf,45.5824499,-99.0,-99.0,-99.0,-99.0,0.003387704202669,48.07,-99.0,-99.0,0.0786805931450185,-99.0,-99.0,-99.0,-99.0,433.22515712936,0.0704743957285004,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.49501533650086e-05,1.3473,-99.0,-99.0,-99.0,-99.0,5.25104722573057e-06,0.7451,0.0007493623466153,0.0006902830150766,10.6331148904383,9.79480572967165,1.77299484773761e-05,2.5158,5.76973877829233e-06,0.8187,0.0007493623466153,10.6331148904383,0.0005105035245153,7.24381556220868,0.005093313915503,72.2718352226075
-1.3937175,0.0042259274,-0.2979958,1.1740751,0.0009806445,2019-CABO-General,42434151,Domtar_DroneTest,-99,Acer,saccharum,tree,broadleaf,45.5824499,-99.0,-99.0,-99.0,-99.0,0.0031116910089929,47.78,-99.0,-99.0,0.0759853223567882,-99.0,-99.0,-99.0,-99.0,427.480344440285,0.0651253873795082,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.37186854763578e-05,1.2855,-99.0,-99.0,-99.0,-99.0,4.80039230374355e-06,0.7371,0.0011735691043473,0.0006503598894382,18.0201477729189,9.98627287463811,1.83907581420993e-05,2.8239,6.13220647565449e-06,0.9416,0.0011735691043473,18.0201477729189,0.000480992921855,7.38564392795368,0.0042069350096147,64.5974661939356
-1.6004401,0.0034432067,0.8269527,0.09525108,0.004932873,2019-CABO-General,42434263,Domtar_DroneTest,-99,Acer,saccharum,tree,broadleaf,45.5825406,-99.0,-99.0,-99.0,-99.0,0.0036163286432439,47.63,-99.0,-99.0,0.0960060380285008,-99.0,-99.0,-99.0,-99.0,405.495358899449,0.0759254386572313,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0001010795364843,1.3313,-99.0,-99.0,-99.0,-99.0,6.80443781246107e-06,0.8962,0.000544565732354,0.0007398254440814,7.17237518788061,9.74410496884204,2.54919660291654e-05,3.3575,8.52338974366078e-06,1.1226,0.000544565732354,7.17237518788061,0.0005377358314384,7.08241981802834,0.0057615481929255,75.8842924693042
-0.9421064,0.0014127461,0.71335816,0.19338703,0.0054493984,2019-CABO-General,42436118,Domtar_DroneTest,-99,Acer,saccharum,tree,broadleaf,45.5825406,-99.0,-99.0,-99.0,-99.0,0.0033046781886938,47.84,-99.0,-99.0,0.0957121140421043,-99.0,-99.0,-99.0,-99.0,386.526069127124,0.0690777213355726,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.94788264953582e-05,1.4401,-99.0,-99.0,-99.0,-99.0,5.93032237665891e-06,0.8585,0.0004340158557831,0.0006732944225465,6.28300771061552,9.74691129829988,2.10921914326037e-05,3.0534,6.90017358421035e-06,0.9989,0.0004340158557831,6.28300771061552,0.0004387732780165,6.3518782833766,0.0053547054847392,77.5171123367925
1.2605845,-0.003516132,-0.9168258,0.03045082,-0.00099112,2019-CABO-General,42436323,Domtar_DroneTest,-99,Acer,saccharum,tree,broadleaf,45.5828515,-99.0,-99.0,-99.0,-99.0,0.0034030981989207,48.88,-99.0,-99.0,0.0799363561563475,-99.0,-99.0,-99.0,-99.0,426.432012209663,0.0696214852479694,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0001509463421661,2.1681,-99.0,-99.0,-99.0,-99.0,9.57573908100571e-06,1.3754,0.0007670462196093,0.0006611145500814,11.0173779958499,9.49584094230122,3.98979845510538e-05,5.7307,1.30408004017971e-05,1.8731,0.0007670462196093,11.0173779958499,0.0005150873660258,7.39839669020664,0.0050119682841203,71.9888158988474
0.73887646,-0.001938891,-0.7025974,0.96266747,0.000892614,2019-CABO-General,42437105,Domtar_DroneTest,-99,Acer,saccharum,tree,broadleaf,45.5828515,-99.0,-99.0,-99.0,-99.0,0.0026912993681891,47.76,-99.0,-99.0,0.0622861455459632,-99.0,-99.0,-99.0,-99.0,447.89640077821,0.0563504892836928,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.000103363702493,1.8343,-99.0,-99.0,-99.0,-99.0,8.56752839069265e-06,1.5204,0.0008470292297018,0.0005869951741105,15.0314441004688,10.4168602894526,4.08879150242475e-05,7.256,1.381883048704e-05,2.4523,0.0008470292297018,15.0314441004688,0.0004582926072095,8.13289490535415,0.0037339898041514,66.2636625097069
-1.1474328,0.0029179263,0.570822,-0.23483562,0.0034100143,2019-CABO-General,42439185,Domtar_DroneTest,-99,Acer,saccharum,tree,broadleaf,45.5819074,-99.0,-99.0,-99.0,-99.0,0.0040335988273987,49.16,-99.0,-99.0,0.0956945807905107,-99.0,-99.0,-99.0,-99.0,430.654161225217,0.0820504236655554,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0001300827416793,1.5854,-99.0,-99.0,-99.0,-99.0,6.42372766877633e-06,0.7829,0.0012448570875797,0.000836022683697,15.1718544763874,10.1891330519482,2.33211919184608e-05,2.8423,7.14084837161329e-06,0.8703,0.0012448570875797,15.1718544763874,0.000608550635646,7.41678846323332,0.0055040845365778,67.0817320701833
-0.24815702,0.00041649083,-0.23139977,0.96729755,0.0023058522,2019-CABO-General,42439493,Domtar_DroneTest,-99,Acer,saccharum,tree,broadleaf,45.5819074,-99.0,-99.0,-99.0,-99.0,0.0027075485571922,49.1,-99.0,-99.0,0.0684323827491957,-99.0,-99.0,-99.0,-99.0,416.24217195231,0.0551435551362986,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.72070589942672e-05,1.7628,-99.0,-99.0,-99.0,-99.0,6.91114176523231e-06,1.2533,0.0005654138809154,0.0006226240415907,10.2534898143196,11.2909666424635,2.95889288150351e-05,5.3658,9.62916759790047e-06,1.7462,0.0005654138809154,10.2534898143196,0.0004220031836597,7.65281060709019,0.0039022215964706,70.7647808855543
0.23805273,-0.00080297014,0.35767877,-0.58557034,0.0032798843,2019-CABO-General,42440511,Domtar_DroneTest,-99,Acer,saccharum,tree,broadleaf,45.5817864,-99.0,-99.0,-99.0,-99.0,0.003743981393882,47.56,-99.0,-99.0,0.0976689792914957,-99.0,-99.0,-99.0,-99.0,405.372487989715,0.0787212235887733,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0001497828721223,1.9027,-99.0,-99.0,-99.0,-99.0,1.04329237622201e-05,1.3253,0.0007021233079095,0.0007117641635926,8.91911070357959,9.04157901953905,4.60212145222328e-05,5.8461,1.46476580731631e-05,1.8607,0.0007021233079095,8.91911070357959,0.0005017046304116,6.37318130409725,0.0059501986441278,75.5856981493421
1.1085964,-0.0024059443,-0.6393688,-0.16853333,-0.001569448,2019-CABO-General,42441097,Domtar_DroneTest,-99,Acer,saccharum,tree,broadleaf,45.5817864,-99.0,-99.0,-99.0,-99.0,0.0032642700213635,51.53,-99.0,-99.0,0.0781676456187726,-99.0,-99.0,-99.0,-99.0,417.03565732386,0.0633469827549694,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0001151458105537,1.8177,-99.0,-99.0,-99.0,-99.0,8.23510775814602e-06,1.3,0.0006502942508281,0.0006616075151328,10.265591549064,10.4441835484416,4.00409943295886e-05,6.3209,1.39977827793656e-05,2.2097,0.0006502942508281,10.265591549064,0.0003883636324694,6.13073607580776,0.0046280645162026,73.0589574266595
-0.12796223,-0.0013722688,0.5798999,1.5020752,0.0064399936,2019-CABO-General,42503376,BoiseDuTremblay,-99,Spiraea,alba,shrub,shrub,45.5547133,-99.0,-99.0,-99.0,-99.0,-99.0,49.16,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.6369,-99.0,-99.0,-99.0,-99.0,-99.0,1.411,-99.0,-99.0,7.72773755831303,10.847974093172,-99.0,6.3566,-99.0,2.1638,-99.0,7.72773755831303,-99.0,13.3186407356182,-99.0,67.9080856629643
-0.41957307,-0.002488894,0.9564487,1.0769539,0.01095801,2019-CABO-General,42503661,BoiseDuTremblay,-99,Spiraea,alba,shrub,shrub,45.5552999,-99.0,-99.0,-99.0,-99.0,-99.0,49.3,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.9604,-99.0,-99.0,-99.0,-99.0,-99.0,1.5623,-99.0,-99.0,10.4688343625704,11.1537400509014,-99.0,7.042,-99.0,2.4478,-99.0,10.4688343625704,-99.0,15.9595159057126,-99.0,62.2293182243125
-0.4238081,-0.003030181,1.1078761,1.0798597,0.012184742,2019-CABO-General,42504430,BoiseDuTremblay,-99,Spiraea,alba,shrub,shrub,45.5555599,-99.0,-99.0,-99.0,-99.0,0.0028788195332833,49.29,-99.0,-99.0,0.0668754687017512,-99.0,-99.0,-99.0,-99.0,451.645915060549,0.0584057523490229,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0001068007587454,1.8286,-99.0,-99.0,-99.0,-99.0,8.79765847633333e-06,1.5063,0.000560723298321,0.000642809625028,9.6004807021445,11.0059300526892,4.03910820944903e-05,6.9156,1.35746649609599e-05,2.3242,0.000560723298321,9.6004807021445,0.0009084540486083,15.5541879364818,0.0037152967260318,63.6118289142116
-0.17152703,0.001971743,-0.3301046,-0.21268845,-0.0016905414,2019-CABO-General,42505168,BoiseDuTremblay,-99,Frangula,alnus,shrub,shrub,45.5555294,-99.0,-99.0,-99.0,-99.0,0.0026996403824833,47.14,-99.0,-99.0,0.112839523281597,-99.0,-99.0,-99.0,-99.0,312.200956937799,0.0572685698447893,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.000197393306541,3.4468,-99.0,-99.0,-99.0,-99.0,1.32616827189579e-05,2.3157,0.0012734816578871,0.000436846205552,22.2370082112857,7.62802714885366,5.08544900221729e-05,8.88,1.45937496535477e-05,2.5483,0.0012734816578871,22.2370082112857,0.0006906612386138,12.0600399221721,0.0033235538109922,58.0345173626627
-0.44622838,0.0006830296,0.6206701,-0.61635303,0.004130357,2019-CABO-General,42505885,BoiseDuTremblay,-99,Rhamnus,cathartica,shrub,shrub,45.5558696,-99.0,-99.0,-99.0,-99.0,0.0028337166668958,45.87,-99.0,-99.0,0.122784096378914,-99.0,-99.0,-99.0,-99.0,300.830431288508,0.0617771237605379,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0001954689972907,3.1641,-99.0,-99.0,-99.0,-99.0,9.44448668051104e-06,1.5288,0.0006890872999168,0.0004227679885965,11.1544089133691,6.84343917070817,4.3202595959457e-05,6.9933,1.32326599095072e-05,2.142,0.0006890872999168,11.1544089133691,0.0002992702163741,4.84435334889029,0.0047614219526353,77.0741928855693
-0.59123063,-6.697024e-05,0.5376551,1.0599041,0.006567808,2019-CABO-General,42506575,BoiseDuTremblay,-99,Frangula,alnus,shrub,shrub,45.5556157,-99.0,-99.0,-99.0,-99.0,0.0023079562869632,47.29,-99.0,-99.0,0.0981486243250194,-99.0,-99.0,-99.0,-99.0,310.029402156158,0.048804319876575,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0001408834301877,2.8867,-99.0,-99.0,-99.0,-99.0,1.15832172795063e-05,2.3734,0.0005940537377126,0.0003186102226189,12.1721548259449,6.52832010413655,3.79770815119568e-05,7.7815,1.18057649781435e-05,2.419,0.0005940537377126,12.1721548259449,0.0004698713553796,9.62765912050223,0.0034898718897081,71.5074382459165
0.44255173,0.0002526549,-0.29271913,-0.637661,-0.0019985652,2019-CABO-General,42507227,BoiseDuTremblay,-99,Rhamnus,cathartica,shrub,shrub,45.5554868,-99.0,-99.0,-99.0,-99.0,0.0022663402074259,46.1,-99.0,-99.0,0.105806482662367,-99.0,-99.0,-99.0,-99.0,289.192441078633,0.0491613927858121,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0001568150107081,3.1898,-99.0,-99.0,-99.0,-99.0,1.07206249248021e-05,2.1807,0.0005941412379693,0.0003835092823254,12.0855249272121,7.80102557297977,4.60873308949153e-05,9.3747,1.46830331833385e-05,2.9867,0.0005941412379693,12.0855249272121,0.0002642861661219,5.37588850001375,0.0036638744321809,74.5274741939023
1.2473816,-0.0026728897,-1.2113452,-0.79848766,-0.0058707874,2019-CABO-General,42507856,BoiseDuTremblay,-99,Rhamnus,cathartica,shrub,shrub,45.554255,-99.0,-99.0,-99.0,-99.0,0.0018115080583269,45.78,-99.0,-99.0,0.0928169425867046,-99.0,-99.0,-99.0,-99.0,271.553075427927,0.0395698571063114,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0001686625589299,4.2624,-99.0,-99.0,-99.0,-99.0,8.80429320615429e-06,2.225,0.0006031597011321,0.0002962497826485,15.2429082448189,7.48675391605863,4.21011408654021e-05,10.6397,1.3442276157585e-05,3.3971,0.0006031597011321,15.2429082448189,0.000255240412974,6.45037489744655,0.0027956514016334,70.6510360682493
0.68041646,-4.3702777e-05,-0.77297044,-0.6559124,-0.0057448763,2019-CABO-General,42512834,BoiseDuTremblay,-99,Rhamnus,cathartica,shrub,shrub,45.5538834,-99.0,-99.0,-99.0,-99.0,0.0021447570511488,45.46,-99.0,-99.0,0.0925863143735169,-99.0,-99.0,-99.0,-99.0,303.781423843391,0.0471789936460373,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0001318511335425,2.7947,-99.0,-99.0,-99.0,-99.0,9.32021019477466e-06,1.9755,0.0005486539960945,0.0003254401340009,11.6292009153653,6.89798804193616,3.57041188114481e-05,7.5678,1.13625888297116e-05,2.4084,0.0005486539960945,11.6292009153653,0.0001980352903369,4.19753104152037,0.0036388758013445,77.1291526191794
1.4000198,-0.0011240923,-0.020936966,-1.0228472,-0.005567858,2019-CABO-General,42513262,BoiseDuTremblay,-99,Rhamnus,cathartica,shrub,shrub,45.5550469,-99.0,-99.0,-99.0,-99.0,0.002138801586136,46.58,-99.0,-99.0,0.104057778200133,-99.0,-99.0,-99.0,-99.0,271.658573984155,0.04591673649927,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0001696898914067,3.6956,-99.0,-99.0,-99.0,-99.0,1.09084390901316e-05,2.3757,0.0005887657693753,0.0003961182983044,12.8224654943576,8.62688266860404,4.56871528167736e-05,9.95,1.41437323438701e-05,3.0803,0.0005887657693753,12.8224654943576,0.0002934786089555,6.39153893178386,0.0033045542700611,71.9684045949927
0.43208992,-0.001835856,0.12141907,0.62510777,0.0043368787,2019-CABO-General,42514276,BoiseDuTremblay,-99,Frangula,alnus,shrub,shrub,45.5542525,-99.0,-99.0,-99.0,-99.0,0.0020508419197612,46.82,-99.0,-99.0,0.0836839347801929,-99.0,-99.0,-99.0,-99.0,315.278253913838,0.0438026894438535,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0001549826757902,3.5382,-99.0,-99.0,-99.0,-99.0,1.29940678235191e-05,2.9665,0.0006542604363407,0.0002925630779208,14.9365357389619,6.6791122105828,5.22986590883833e-05,11.9396,1.614129106006e-05,3.685,0.0006542604363407,14.9365357389619,0.000407930464783,9.31290909216703,0.0030172128210675,68.8819079233716
-0.34061265,0.004361263,-3.8281612,-0.85776806,-0.025195373,2019-CABO-General,42589813,Parc_etangs,-99,Salix,alba,tree,broadleaf,45.6433740298067,-99.0,-99.0,-99.0,-99.0,0.0027424794104898,45.3,-99.0,-99.0,0.119656531880199,-99.0,-99.0,-99.0,-99.0,294.241573033708,0.0605403843375235,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0002153300390117,3.5568,-99.0,-99.0,-99.0,-99.0,1.43474656841497e-05,2.3699,0.0010334856402502,0.0007042834912767,17.0710122104335,11.6332841124737,8.61410966623321e-05,14.2287,2.64712830515822e-05,4.3725,0.0010334856402502,17.0710122104335,0.0009729839770827,16.0716518028397,0.0033241538972211,54.9080408655551
-1.5975006,0.008339585,-1.4857619,-0.21159458,-0.01226976,2019-CABO-General,42591984,Parc_etangs,-99,Salix,alba,tree,broadleaf,45.6440768,-99.0,-99.0,-99.0,-99.0,0.0028043845072222,47.18,-99.0,-99.0,0.115501908292398,-99.0,-99.0,-99.0,-99.0,307.801418439716,0.059440112488815,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0001720077975201,2.8938,-99.0,-99.0,-99.0,-99.0,1.04008308832929e-05,1.7498,0.0008881516849865,0.0008464114014034,14.9419583476335,14.2397341788795,5.04717883165026e-05,8.4912,1.67068324172312e-05,2.8107,0.0008881516849865,14.9419583476335,0.0010465620302441,17.6069994894623,0.0031257354487547,52.5862976679751
