principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,principal component 6,principal component 7,principal component 8,principal component 9,principal component 10,Species,dataset,LandCover,Tool,Sensor,Site,Longitude,Latitude,Al_area_mg_cm2,Al_mass_mg_g,Anth_area_ug_cm2,Anth_mass_mg_g,Boron_area_mg_cm2,Boron_mass_mg_g,C_area_mg_cm2,C_mass_mg_g,Ca_area_mg_cm2,Ca_mass_mg_g,Car_area_ug_cm2,Car_mass_mg_g,Cellulose_mg_cm2,Cellulose_mg_g,Chl_area_ug_cm2,Chl_mass_mg_g,Cu_area_mg_cm2,Cu_mass_mg_g,EWT_mg_cm2,Fiber_mg_cm2,Fiber_mg_g,Flavonoids_area_mg_cm2,Flavonoids_mass_mg_g,Iron_area_mg_cm2,Iron_mass_mg_g,LAI_m2_m2,LMA_g_m2,LDMC_g_g,LWC%,Lignin_mg_cm2,Lignin_mg_g,Mg_area_mg_cm2,Mg_mass_mg_g,Mn_area_mg_cm2,Mn_mass_mg_g,N_area_mg_cm2,N_mass_mg_g,NSC_mg_cm2,NSC_mg_g,Phenolics_area_mg_cm2,Phenolics_mass_mg_g,P_area_mg_cm2,P_mass_mg_g,Potassium_area_mg_cm2,Potassium_mass_mg_g,Protein_g_m2,RWC%,Starch_area_mg_cm2,Starch_mass_mg_g,Sugar_area_mg_cm2,Sugar_mass_mg_g,S_area_mg_cm2,S_mass_mg_g,Zn_mass_mg_g,bio_1,bio_12,bio_13-14,bio_15,bio_12,bio_13-14,bio_15,bio_4,bio_7,clay_15-30cm_mean_0.01_deg,nitrogen_15-30cm_mean_0.01_deg,sand_15-30cm_mean_0.01_deg,soc_15-30cm_mean_0.01_deg
-15.691805,7.0747066,-1.2052618,1.880667,-4.9110007,2.7400904,-1.3523297,0.82190603,-0.25000775,-0.56041646,-99,15,Forest,Airbone,AVIRIS-Classic,BH,-89.708653,43.435204,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.231953915,474.19822,-99.0,-99.0,-99.0,-99.0,0.777089641,165.099522,-99.0,-99.0,-99.0,-99.0,-99.0,1.567680925,333.067587,-99.0,-99.0,-99.0,-99.0,-99.0,47.0679522,-99.0,-99.0,0.909229467,193.173789,-99.0,-99.0,-99.0,-99.0,0.136403999,28.980228,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.1451664,820.75555,81.0,42.82138,820.75555,81.0,42.82138,1111.8735,42.92089,310.0,112.0,187.0,92.0
1.2113621,9.737155,-0.5941744,1.6889782,-7.322904,4.748753,2.0618653,-0.44774032,-0.20942377,-1.0016915,-99,15,Forest,Airbone,AVIRIS-Classic,BI,-89.788469,43.651921,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.914949761,487.656593,-99.0,-99.0,-99.0,-99.0,0.948647531,158.704012,-99.0,-99.0,-99.0,-99.0,-99.0,1.920918787,321.360157,-99.0,-99.0,-99.0,-99.0,-99.0,59.77464065,-99.0,-99.0,1.031953816,172.640739,-99.0,-99.0,-99.0,-99.0,0.174913683,29.262189,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0329447,827.4133,80.21333,43.221607,827.4133,80.21333,43.221607,1115.0979,42.89511,336.0,108.0,212.0,94.0
-2.4591098,14.244726,0.84742093,1.3777289,-7.592828,5.091291,2.6344123,0.3397298,-0.3291952,0.004033361,-99,15,Forest,Airbone,AVIRIS-Classic,BI,-89.788469,43.651921,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.914949761,487.656593,-99.0,-99.0,-99.0,-99.0,0.948647531,158.704012,-99.0,-99.0,-99.0,-99.0,-99.0,1.920918787,321.360157,-99.0,-99.0,-99.0,-99.0,-99.0,59.77464065,-99.0,-99.0,1.031953816,172.640739,-99.0,-99.0,-99.0,-99.0,0.174913683,29.262189,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0329447,827.4133,80.21333,43.221607,827.4133,80.21333,43.221607,1115.0979,42.89511,336.0,108.0,212.0,94.0
-7.538045,10.485708,-1.2450961,1.8777246,-6.486534,3.9774168,-0.38033953,1.0260588,-0.2875492,-0.16952035,-99,15,Forest,Airbone,AVIRIS-Classic,BI,-89.788469,43.651921,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.914949761,487.656593,-99.0,-99.0,-99.0,-99.0,0.948647531,158.704012,-99.0,-99.0,-99.0,-99.0,-99.0,1.920918787,321.360157,-99.0,-99.0,-99.0,-99.0,-99.0,59.77464065,-99.0,-99.0,1.031953816,172.640739,-99.0,-99.0,-99.0,-99.0,0.174913683,29.262189,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0329447,827.4133,80.21333,43.221607,827.4133,80.21333,43.221607,1115.0979,42.89511,336.0,108.0,212.0,94.0
-8.941699,11.361103,-3.1824322,2.1401892,-5.7144704,3.4021704,0.5581846,0.9396079,-0.5347818,-0.57822436,-99,15,Forest,Airbone,AVIRIS-Classic,BI,-89.788469,43.651921,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.504013474,497.419571,-99.0,-99.0,-99.0,-99.0,1.090035189,154.738228,-99.0,-99.0,-99.0,-99.0,-99.0,2.583247424,366.710298,-99.0,-99.0,-99.0,-99.0,-99.0,70.44382003,-99.0,-99.0,1.511306188,214.540635,-99.0,-99.0,-99.0,-99.0,0.212872137,30.21871,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0329447,827.4133,80.21333,43.221607,827.4133,80.21333,43.221607,1115.0979,42.89511,336.0,108.0,212.0,94.0
-4.0824704,-7.2881947,-5.5505586,2.5378969,-7.44079,4.4559207,1.5240663,-1.093201,-0.14572144,-1.980671,-99,15,Forest,Airbone,AVIRIS-Classic,BI,-89.791557,43.652046,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.064775237,492.056539,-99.0,-99.0,-99.0,-99.0,1.08641056,174.425652,-99.0,-99.0,-99.0,-99.0,-99.0,2.232176958,358.381018,-99.0,-99.0,-99.0,-99.0,-99.0,62.28502203,-99.0,-99.0,1.248176443,200.397528,-99.0,-99.0,-99.0,-99.0,0.188597801,30.2798,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0329447,827.4133,80.21333,43.221607,827.4133,80.21333,43.221607,1115.0979,42.89511,336.0,108.0,212.0,94.0
-48.98723,-12.548959,3.4517417,0.49644992,-4.9291487,3.1157587,3.219832,0.12975283,-0.15330167,-2.092409,-99,15,Forest,Airbone,AVIRIS-Classic,BI,-89.791557,43.652046,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.064775237,492.056539,-99.0,-99.0,-99.0,-99.0,1.08641056,174.425652,-99.0,-99.0,-99.0,-99.0,-99.0,2.232176958,358.381018,-99.0,-99.0,-99.0,-99.0,-99.0,62.28502203,-99.0,-99.0,1.248176443,200.397528,-99.0,-99.0,-99.0,-99.0,0.188597801,30.2798,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0329447,827.4133,80.21333,43.221607,827.4133,80.21333,43.221607,1115.0979,42.89511,336.0,108.0,212.0,94.0
-10.448445,10.743568,-0.7969855,1.6950958,-6.0221686,3.7118187,0.5436357,0.64160806,-0.2743431,0.040746626,-99,15,Forest,Airbone,AVIRIS-Classic,BI,-89.791557,43.652046,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.064775237,492.056539,-99.0,-99.0,-99.0,-99.0,1.08641056,174.425652,-99.0,-99.0,-99.0,-99.0,-99.0,2.232176958,358.381018,-99.0,-99.0,-99.0,-99.0,-99.0,62.28502203,-99.0,-99.0,1.248176443,200.397528,-99.0,-99.0,-99.0,-99.0,0.188597801,30.2798,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0329447,827.4133,80.21333,43.221607,827.4133,80.21333,43.221607,1115.0979,42.89511,336.0,108.0,212.0,94.0
-20.574217,1.5313544,-4.6054387,2.1820385,-4.72727,2.6395128,1.5507786,0.15462111,-0.4768895,-1.3680888,-99,15,Forest,Airbone,AVIRIS-Classic,BI,-89.791557,43.652046,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.887066163,503.239135,-99.0,-99.0,-99.0,-99.0,1.176435126,152.307208,-99.0,-99.0,-99.0,-99.0,-99.0,2.976880124,385.401873,-99.0,-99.0,-99.0,-99.0,-99.0,77.24093562,-99.0,-99.0,1.774254702,229.703937,-99.0,-99.0,-99.0,-99.0,0.218351852,28.268929,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0329447,827.4133,80.21333,43.221607,827.4133,80.21333,43.221607,1115.0979,42.89511,336.0,108.0,212.0,94.0
-12.239723,2.1550236,-0.09378683,1.4644959,-6.7232494,4.3315287,2.5367196,-0.34404507,-0.2191815,-1.2370454,-99,15,Forest,Airbone,AVIRIS-Classic,BI,-89.79002,43.650715,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.84300621,488.853978,-99.0,-99.0,-99.0,-99.0,0.984789223,169.334181,-99.0,-99.0,-99.0,-99.0,-99.0,2.003869966,344.564778,-99.0,-99.0,-99.0,-99.0,-99.0,58.15655263,-99.0,-99.0,1.106240241,190.217644,-99.0,-99.0,-99.0,-99.0,0.176895967,30.417203,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0329447,827.4133,80.21333,43.221607,827.4133,80.21333,43.221607,1115.0979,42.89511,336.0,108.0,212.0,94.0
-7.453767,11.703222,1.4791983,1.2918353,-7.658042,5.157108,3.4431958,-0.19577022,-0.30586243,-0.15599309,-99,15,Forest,Airbone,AVIRIS-Classic,BI,-89.79002,43.650715,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.84300621,488.853978,-99.0,-99.0,-99.0,-99.0,0.984789223,169.334181,-99.0,-99.0,-99.0,-99.0,-99.0,2.003869966,344.564778,-99.0,-99.0,-99.0,-99.0,-99.0,58.15655263,-99.0,-99.0,1.106240241,190.217644,-99.0,-99.0,-99.0,-99.0,0.176895967,30.417203,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0329447,827.4133,80.21333,43.221607,827.4133,80.21333,43.221607,1115.0979,42.89511,336.0,108.0,212.0,94.0
-10.368584,9.792494,-1.8183848,1.9388096,-6.4778934,3.9485757,-0.06915509,0.9574699,-0.29963866,-0.036246747,-99,15,Forest,Airbone,AVIRIS-Classic,BI,-89.79002,43.650715,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.84300621,488.853978,-99.0,-99.0,-99.0,-99.0,0.984789223,169.334181,-99.0,-99.0,-99.0,-99.0,-99.0,2.003869966,344.564778,-99.0,-99.0,-99.0,-99.0,-99.0,58.15655263,-99.0,-99.0,1.106240241,190.217644,-99.0,-99.0,-99.0,-99.0,0.176895967,30.417203,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0329447,827.4133,80.21333,43.221607,827.4133,80.21333,43.221607,1115.0979,42.89511,336.0,108.0,212.0,94.0
-25.024984,3.2914634,-2.9372985,1.9390861,-4.961678,2.8327663,0.5589736,1.1454699,-0.48203605,-0.6844517,-99,15,Forest,Airbone,AVIRIS-Classic,BI,-89.79002,43.650715,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.004189942,507.62089,-99.0,-99.0,-99.0,-99.0,1.16722948,147.972518,-99.0,-99.0,-99.0,-99.0,-99.0,2.988450973,378.853192,-99.0,-99.0,-99.0,-99.0,-99.0,78.8815043,-99.0,-99.0,1.83183464,232.226129,-99.0,-99.0,-99.0,-99.0,0.222950376,28.263961,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0329447,827.4133,80.21333,43.221607,827.4133,80.21333,43.221607,1115.0979,42.89511,336.0,108.0,212.0,94.0
-7.980592,11.93627,1.9066964,1.0470452,-7.3938828,5.0388794,3.288027,0.5375343,-0.3307011,0.12405038,-99,15,Forest,Airbone,AVIRIS-Classic,BI,-89.795527,43.651376,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.003328969,494.82945,-99.0,-99.0,-99.0,-99.0,1.44756079,178.925018,-99.0,-99.0,-99.0,-99.0,-99.0,2.996240413,370.348779,-99.0,-99.0,-99.0,-99.0,-99.0,80.90320753,-99.0,-99.0,1.744480254,215.625598,-99.0,-99.0,-99.0,-99.0,0.234366779,28.968787,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0329447,827.4133,80.21333,43.221607,827.4133,80.21333,43.221607,1115.0979,42.89511,336.0,108.0,212.0,94.0
-9.019817,13.701653,1.5995196,1.231024,-7.4755216,5.016901,2.5201988,0.82588786,-0.36353222,0.7389448,-99,15,Forest,Airbone,AVIRIS-Classic,BI,-89.795527,43.651376,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.003328969,494.82945,-99.0,-99.0,-99.0,-99.0,1.44756079,178.925018,-99.0,-99.0,-99.0,-99.0,-99.0,2.996240413,370.348779,-99.0,-99.0,-99.0,-99.0,-99.0,80.90320753,-99.0,-99.0,1.744480254,215.625598,-99.0,-99.0,-99.0,-99.0,0.234366779,28.968787,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0329447,827.4133,80.21333,43.221607,827.4133,80.21333,43.221607,1115.0979,42.89511,336.0,108.0,212.0,94.0
-17.249578,6.4044323,-0.41871777,1.5684626,-5.871411,3.5991457,0.3538388,1.1416848,-0.30474657,0.19889672,-99,15,Forest,Airbone,AVIRIS-Classic,BI,-89.795527,43.651376,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.003328969,494.82945,-99.0,-99.0,-99.0,-99.0,1.44756079,178.925018,-99.0,-99.0,-99.0,-99.0,-99.0,2.996240413,370.348779,-99.0,-99.0,-99.0,-99.0,-99.0,80.90320753,-99.0,-99.0,1.744480254,215.625598,-99.0,-99.0,-99.0,-99.0,0.234366779,28.968787,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0329447,827.4133,80.21333,43.221607,827.4133,80.21333,43.221607,1115.0979,42.89511,336.0,108.0,212.0,94.0
-19.321491,6.4830613,-3.6894214,1.9883075,-4.6974845,2.7390237,2.0926,0.33323303,-0.5357268,-0.73251307,-99,15,Forest,Airbone,AVIRIS-Classic,BI,-89.795527,43.651376,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.454679628,509.091331,-99.0,-99.0,-99.0,-99.0,1.358579807,155.261716,-99.0,-99.0,-99.0,-99.0,-99.0,3.617370606,413.401674,-99.0,-99.0,-99.0,-99.0,-99.0,87.50256304,-99.0,-99.0,2.309154324,263.895621,-99.0,-99.0,-99.0,-99.0,0.238623042,27.270406,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0329447,827.4133,80.21333,43.221607,827.4133,80.21333,43.221607,1115.0979,42.89511,336.0,108.0,212.0,94.0
-35.327873,-16.878502,3.502653,0.3893058,-4.312067,2.751932,2.965431,0.12389896,-0.14322656,-1.7838444,-99,15,Forest,Airbone,AVIRIS-Classic,BI,-89.800066,43.649941,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.901213719,499.838796,-99.0,-99.0,-99.0,-99.0,3.063585709,193.80554,-99.0,-99.0,-99.0,-99.0,-99.0,7.067480612,447.095994,-99.0,-99.0,-99.0,-99.0,-99.0,158.0752391,-99.0,-99.0,4.152814219,262.711241,-99.0,-99.0,-99.0,-99.0,0.281575298,17.812739,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0892963,821.0267,79.977776,43.127743,821.0267,79.977776,43.127743,1110.3479,42.980446,330.0,377.0,187.0,135.0
-41.690968,-15.237006,3.1625526,0.6061289,-3.2707472,1.8087115,0.56069845,0.9379732,-0.15586519,-1.0870204,-99,15,Forest,Airbone,AVIRIS-Classic,BI,-89.800066,43.649941,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.901213719,499.838796,-99.0,-99.0,-99.0,-99.0,3.063585709,193.80554,-99.0,-99.0,-99.0,-99.0,-99.0,7.067480612,447.095994,-99.0,-99.0,-99.0,-99.0,-99.0,158.0752391,-99.0,-99.0,4.152814219,262.711241,-99.0,-99.0,-99.0,-99.0,0.281575298,17.812739,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0892963,821.0267,79.977776,43.127743,821.0267,79.977776,43.127743,1110.3479,42.980446,330.0,377.0,187.0,135.0
-47.6762,-12.461818,0.80755997,1.0085315,-2.5210228,1.1820657,0.8425635,0.7805593,-0.30583405,-1.5682474,-99,15,Forest,Airbone,AVIRIS-Classic,BI,-89.800066,43.649941,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.415033584,508.104133,-99.0,-99.0,-99.0,-99.0,2.710761577,185.7509,-99.0,-99.0,-99.0,-99.0,-99.0,6.769818255,463.891714,-99.0,-99.0,-99.0,-99.0,-99.0,145.9353133,-99.0,-99.0,3.886196271,266.295812,-99.0,-99.0,-99.0,-99.0,0.261350912,17.908682,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0892963,821.0267,79.977776,43.127743,821.0267,79.977776,43.127743,1110.3479,42.980446,330.0,377.0,187.0,135.0
-30.192335,-9.276355,4.1406307,0.3853948,-5.1401267,3.4050071,2.776947,0.5873601,-0.19728386,-1.3499722,-99,15,Forest,Airbone,AVIRIS-Classic,BI,-89.796174,43.649093,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.8937037,498.209683,-99.0,-99.0,-99.0,-99.0,2.19635823,185.663717,-99.0,-99.0,-99.0,-99.0,-99.0,4.96343154,419.571424,-99.0,-99.0,-99.0,-99.0,-99.0,118.2976546,-99.0,-99.0,2.917553254,246.628157,-99.0,-99.0,-99.0,-99.0,0.260352164,22.008227,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0329447,827.4133,80.21333,43.221607,827.4133,80.21333,43.221607,1115.0979,42.89511,336.0,108.0,212.0,94.0
-43.49097,-14.403693,5.0894556,0.13441756,-4.562963,3.0045087,3.097148,0.6689498,-0.19232899,-1.4119452,-99,15,Forest,Airbone,AVIRIS-Classic,BI,-89.796174,43.649093,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.8937037,498.209683,-99.0,-99.0,-99.0,-99.0,2.19635823,185.663717,-99.0,-99.0,-99.0,-99.0,-99.0,4.96343154,419.571424,-99.0,-99.0,-99.0,-99.0,-99.0,118.2976546,-99.0,-99.0,2.917553254,246.628157,-99.0,-99.0,-99.0,-99.0,0.260352164,22.008227,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0329447,827.4133,80.21333,43.221607,827.4133,80.21333,43.221607,1115.0979,42.89511,336.0,108.0,212.0,94.0
-37.542454,-10.508661,1.4999937,0.8752853,-3.4261384,1.9010355,1.2501771,0.4452524,-0.18194547,-1.3618994,-99,15,Forest,Airbone,AVIRIS-Classic,BI,-89.796174,43.649093,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.8937037,498.209683,-99.0,-99.0,-99.0,-99.0,2.19635823,185.663717,-99.0,-99.0,-99.0,-99.0,-99.0,4.96343154,419.571424,-99.0,-99.0,-99.0,-99.0,-99.0,118.2976546,-99.0,-99.0,2.917553254,246.628157,-99.0,-99.0,-99.0,-99.0,0.260352164,22.008227,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0329447,827.4133,80.21333,43.221607,827.4133,80.21333,43.221607,1115.0979,42.89511,336.0,108.0,212.0,94.0
-42.457237,-7.907029,1.660086,0.8713177,-2.8233054,1.4922514,1.1226251,0.7944515,-0.31180328,-1.681885,-99,15,Forest,Airbone,AVIRIS-Classic,BI,-89.796174,43.649093,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.51314274,501.654208,-99.0,-99.0,-99.0,-99.0,2.337520646,180.04013,-99.0,-99.0,-99.0,-99.0,-99.0,5.582484275,429.973185,-99.0,-99.0,-99.0,-99.0,-99.0,129.8333122,-99.0,-99.0,3.266207979,251.569333,-99.0,-99.0,-99.0,-99.0,0.254560553,19.606721,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0329447,827.4133,80.21333,43.221607,827.4133,80.21333,43.221607,1115.0979,42.89511,336.0,108.0,212.0,94.0
-17.671038,4.5063715,-4.659214,2.159328,-4.389116,2.4372263,1.6316861,0.17728917,-0.50791204,-1.2428536,-99,15,Forest,Airbone,AVIRIS-Classic,BI,-89.794458,43.652251,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.363341995,507.417293,-99.0,-99.0,-99.0,-99.0,1.21239736,140.990871,-99.0,-99.0,-99.0,-99.0,-99.0,3.149671822,366.278406,-99.0,-99.0,-99.0,-99.0,-99.0,85.9911961,-99.0,-99.0,1.940977398,225.718153,-99.0,-99.0,-99.0,-99.0,0.228483389,26.570556,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0329447,827.4133,80.21333,43.221607,827.4133,80.21333,43.221607,1115.0979,42.89511,336.0,108.0,212.0,94.0
-42.356636,-9.951265,1.2865913,0.9919063,-2.7191432,1.3471876,0.90966654,0.44961023,-0.2799111,-1.977308,-99,15,Forest,Airbone,AVIRIS-Classic,BI,-89.797097,43.652612,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.521611914,502.325289,-99.0,-99.0,-99.0,-99.0,2.315122503,178.321647,-99.0,-99.0,-99.0,-99.0,-99.0,5.815926992,447.97011,-99.0,-99.0,-99.0,-99.0,-99.0,129.8284609,-99.0,-99.0,3.31318239,255.196924,-99.0,-99.0,-99.0,-99.0,0.245320225,18.89572,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0329447,827.4133,80.21333,43.221607,827.4133,80.21333,43.221607,1115.0979,42.89511,336.0,108.0,212.0,94.0
-18.991478,3.8523004,-3.7185385,2.158572,-4.9211335,2.7671676,0.39644814,0.72471833,-0.48290786,-0.73137945,-99,15,Forest,Airbone,AVIRIS-Classic,BI,-89.789907,43.65312,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.053194496,494.422085,-99.0,-99.0,-99.0,-99.0,1.208146115,147.373663,-99.0,-99.0,-99.0,-99.0,-99.0,2.789722792,340.299623,-99.0,-99.0,-99.0,-99.0,-99.0,81.97842731,-99.0,-99.0,1.646820615,200.884631,-99.0,-99.0,-99.0,-99.0,0.23460788,28.618246,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0329447,827.4133,80.21333,43.221607,827.4133,80.21333,43.221607,1115.0979,42.89511,336.0,108.0,212.0,94.0
-17.281652,5.6900544,-4.0120554,2.1298904,-5.1294465,2.9779856,1.4783875,0.4687959,-0.51199657,-0.74869925,-99,15,Forest,Airbone,AVIRIS-Classic,BI,-89.787066,43.651122,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.827804273,498.153462,-99.0,-99.0,-99.0,-99.0,1.122641198,146.10141,-99.0,-99.0,-99.0,-99.0,-99.0,2.718965794,353.848349,-99.0,-99.0,-99.0,-99.0,-99.0,76.83986091,-99.0,-99.0,1.572502951,204.646772,-99.0,-99.0,-99.0,-99.0,0.216794408,28.213795,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.0329447,827.4133,80.21333,43.221607,827.4133,80.21333,43.221607,1115.0979,42.89511,336.0,108.0,212.0,94.0
-17.129148,12.307523,1.2120231,1.3060411,-6.142854,3.9357784,1.3566473,1.579727,-0.5253937,0.035092086,-99,15,Forest,Airbone,AVIRIS-Classic,MC,-89.407675,43.056497,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.676291088,498.772716,-99.0,-99.0,-99.0,-99.0,0.778483704,105.619066,-99.0,-99.0,-99.0,-99.0,-99.0,1.745216208,236.778375,-99.0,-99.0,-99.0,-99.0,-99.0,73.70673996,-99.0,-99.0,1.161163683,157.538331,-99.0,-99.0,-99.0,-99.0,0.201461158,27.3328,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.7592964,831.5956,75.89333,39.2915,831.5956,75.89333,39.2915,1094.26,42.081333,360.0,318.0,166.0,139.0
