0,1,2,3,4,5,6,7,8,9,carbon_area,carbon_mass,Jmax,latin_genus,latin_species,leaf_mass_per_area,nitrogen_area,nitrogen_mass,Rd,Vcmax,leaf_dry_matter_content,equivalent_water_thickness,latitude,longitude,dataset,Unnamed: 2016,species_name,chlorophyll_area,chlorophyll_mass,carotenoids_area,carotenoids_mass,phenolics_mass,phenolics_area,solubles_mass,hemicellulose_mass,cellulose_mass,lignin_mass,aluminum_mass,boron_mass,calcium_mass,copper_mass,iron_mass,potassium_mass,magnesium_mass,manganese_mass,sodium_mass,phosphorus_mass,zinc_mass,solubles_area,hemicellulose_area,cellulose_area,lignin_area,aluminum_area,calcium_area,copper_area,iron_area,potassium_area,magnesium_area,manganese_area,sodium_area,phosphorus_area,zinc_area,boron_area,bio_1,bio_12,bio_13-14,bio_15,bio_4,bio_7,clay_15-30cm_mean_0.01_deg,nitrogen_15-30cm_mean_0.01_deg,sand_15-30cm_mean_0.01_deg,soc_15-30cm_mean_0.01_deg
-0.0008596322,-0.0054274704,-0.0026459116,-0.004301429,0.009667855,-0.012725055,-1.0315337,-0.0029194413,-2.9484334,0.014694007,3.963,455.7,114.6085019,Guatteria,dumetorum,0.008696,0.17,19.5,0.120660047,75.40768112,515.5,0.0081730591658583,9.28,-79.97,PA_SLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.630093,2345.3645,349.6089,63.548874,55.123344,7.3737774,368.0,370.0,319.0,615.0
0.0025304595,-0.0031735776,0.00054178433,0.0023124793,-0.00040984183,-7.597217e-05,0.25648463,-0.0007221799,-1.3053579,-0.000102372374,6.082,489.7,90.04354216,Terminalia,amazonia,0.01242,0.197,15.9,0.764725657,48.39481789,332.6,0.0249221527360192,9.28,-79.97,PA_SLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.630093,2345.3645,349.6089,63.548874,55.123344,7.3737774,368.0,370.0,319.0,615.0
-0.0017657413,-0.00480209,0.004020972,-0.0016891864,0.008357119,-0.0058913706,-0.8805828,7.866352e-05,-1.7647815,0.0042775115,4.383,451.7,85.28630732,Guatteria,dumetorum,0.009703,0.198,20.4,0.885845665,44.32840593,352.0,0.0178623409090909,9.28,-79.97,PA_SLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.630093,2345.3645,349.6089,63.548874,55.123344,7.3737774,368.0,370.0,319.0,615.0
4.5306166e-05,0.003902563,0.0011968778,-0.00049847155,-0.0006504501,0.0008471189,-0.20098332,-0.00034785765,0.78572047,-0.00089975656,5.151,511.8,148.8168405,Miconia,borealis,0.010065,0.241,23.9,0.472399366,105.1814986,232.7,0.0331881155994843,9.28,-79.97,PA_SLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.630093,2345.3645,349.6089,63.548874,55.123344,7.3737774,368.0,370.0,319.0,615.0
0.005346241,0.0017879358,-0.004914804,0.00026140315,-0.0017809188,-0.00287716,1.5797975,-0.0062899506,-0.63204134,0.0059973802,4.441,458.1,54.73328131,Vochysia,ferruginea,0.009695,0.085,8.8,0.485729411,37.52032721,395.0,0.0148493037974684,9.28,-79.97,PA_SLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.630093,2345.3645,349.6089,63.548874,55.123344,7.3737774,368.0,370.0,319.0,615.0
-0.00025660894,-0.0044715498,0.0024814524,-0.0013126398,0.0077050407,-0.0072548566,-0.7855977,-0.0008402656,-2.1247356,0.0063853767,4.234,489.0,,Guatteria,dumetorum,0.008658,0.157,18.1,,,284.9,0.0217316103896104,9.28,-79.97,PA_SLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.630093,2345.3645,349.6089,63.548874,55.123344,7.3737774,368.0,370.0,319.0,615.0
-0.00020805787,0.0034442125,0.00091756927,-0.00086469017,-0.0016392055,0.00094054174,-0.36166957,0.00047543895,0.62399447,-0.00046104472,5.463,528.5,140.8561381,Miconia,borealis,0.010336,0.228,22.1,0.358446262,96.60608,466.9,0.0118015026772328,9.28,-79.97,PA_SLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.630093,2345.3645,349.6089,63.548874,55.123344,7.3737774,368.0,370.0,319.0,615.0
-0.003728407,-0.005038048,0.0071945363,-0.00039891107,0.0077049355,-0.001976904,-1.0447611,0.0037317087,-0.933839,-0.0022426588,4.148,445.5,53.20656125,Guatteria,dumetorum,0.00931,0.143,15.4,0.863651975,28.46135583,469.3,0.0105280566801619,9.28,-79.97,PA_SLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.630093,2345.3645,349.6089,63.548874,55.123344,7.3737774,368.0,370.0,319.0,615.0
-0.0028028283,-0.00031798566,-0.0048112576,-0.0013140893,-0.0035536443,0.0008547241,-1.2086947,0.0049052695,0.5134762,-0.0003482201,3.082,506.0,100.0351578,Miconia,borealis,0.006091,0.133,21.9,1.032537578,69.49323835,445.8,0.0075720776132795,9.28,-79.97,PA_SLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.630093,2345.3645,349.6089,63.548874,55.123344,7.3737774,368.0,370.0,319.0,615.0
-0.0012426673,0.0017590411,0.003638118,0.0006392333,-0.00072971085,0.0021946111,-0.38732922,0.0011547056,0.19945756,-0.0020899628,4.784,556.9,165.9370982,Miconia,borealis,0.00859,0.187,21.8,0.231644715,115.9922246,417.6,0.0119799233716475,9.28,-79.97,PA_SLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.630093,2345.3645,349.6089,63.548874,55.123344,7.3737774,368.0,370.0,319.0,615.0
